Rushing.Avg,Rushing.TD,Receiving.Rec,Receiving.Avg,Receiving.TD,Scrimmage.Avg,Scrimmage.TD,Rushing.Yds.PG,Receiving.Yds.PG,Scrimmage.Yds.PG,Rushing.Att.PG,SRS.SOS,NFL.Rushing.Avg
6.6,5,5,6,0,6.6,5,49.54545454545455,2.727272727272727,52.27272727272727,7.454545454545454,0.94,3.25
6.5,7,2,0,0,6.4,7,63.833333333333336,0,63.833333333333336,9.833333333333334,4.77,3
6,4,7,15,2,6.5,6,68.0909090909091,9.545454545454545,77.63636363636364,11.363636363636363,-1.45,3.4
5.9,27,24,10.9,1,6.2,28,193.0909090909091,23.818181818181817,216.9090909090909,32.81818181818182,6.07,4.125
5.9,17,17,15,2,6.5,19,128.72727272727272,23.181818181818183,151.9090909090909,22,0.94,4.06
5.6,12,22,13,3,6.2,15,116.27272727272727,26.09090909090909,142.36363636363637,20.818181818181817,4.57,4.2
5.6,8,13,6.8,0,5.7,8,66.58333333333333,7.333333333333333,73.91666666666667,11.833333333333334,6.52,4.733333333333333
5.5,13,28,6.4,2,5.6,15,118.45454545454545,16.272727272727273,134.72727272727272,21.636363636363637,2.63,3.911111111111111
5.5,7,4,7.8,0,5.6,7,88.18181818181819,2.8181818181818183,91,16,4.42,4
5.5,5,10,13.6,1,6.2,6,57,13.6,70.6,10.3,-6.77,4.633333333333334
5.3,11,22,8.8,0,5.7,11,88.3,19.4,107.7,16.6,3.71,3.2
5.2,13,18,9.8,0,5.4,13,143.8181818181818,16,159.8181818181818,27.818181818181817,2.92,4.125
5.2,15,6,7.5,0,5.2,15,138.63636363636363,4.090909090909091,142.72727272727272,26.818181818181817,1.78,3.8249999999999997
5.2,13,23,8,1,5.4,14,132.9090909090909,16.727272727272727,149.63636363636363,25.727272727272727,1.54,3.6666666666666665
5.2,12,15,9.3,0,5.6,12,69.18181818181819,12.727272727272727,81.9090909090909,13.272727272727273,3.86,3.966666666666667
5.1,7,18,8.6,0,5.4,7,98.36363636363636,14,112.36363636363636,19.272727272727273,-0.04,4.133333333333333
5,8,6,5.7,0,5,8,65.18181818181819,3.090909090909091,68.27272727272727,13.090909090909092,-0.23,4.28
4.9,19,11,9.7,1,5,20,162.45454545454547,9.727272727272727,172.1818181818182,33.18181818181818,-10.43,3
4.9,4,22,7.5,0,5.2,4,70.1,16.6,86.7,14.4,3.32,3.5
4.9,10,10,11.7,0,5.3,10,63.45454545454545,10.636363636363637,74.0909090909091,13,2.68,4.2
4.8,12,2,5.5,1,4.8,13,106.63636363636364,1,107.63636363636364,22.181818181818183,-6.24,4.366666666666667
4.6,13,26,14.8,4,5.5,17,107.0909090909091,35,142.0909090909091,23.454545454545453,6.05,4.242857142857143
4.4,4,11,12.7,1,5.1,5,59.22222222222222,15.555555555555555,74.77777777777777,13.444444444444445,0.54,3.933333333333333
3.6,5,20,13,0,4.5,5,61.72727272727273,23.545454545454547,85.27272727272727,17.09090909090909,5.08,4.7
3.6,1,1,5,0,3.6,1,27.7,0.5,28.2,7.7,3.86,4.033333333333333
6.5,20,16,5.3,0,6.4,20,164.5,7,171.5,25.333333333333332,-5.75,4.28
6.5,12,8,5.9,0,6.4,12,106.9090909090909,4.2727272727272725,111.18181818181819,16.545454545454547,-8.96,4.633333333333334
6.3,11,30,8.4,1,6.6,12,133.5,21.083333333333332,154.58333333333334,21.083333333333332,1.66,4.2
6.3,8,3,1,0,6.2,8,71.81818181818181,0.2727272727272727,72.0909090909091,11.363636363636363,7.14,4
6.2,6,0,0,0,6.2,6,68.66666666666667,0,68.66666666666667,11,-4.38,5.199999999999999
6,20,1,9,0,6,20,169.5,0.75,170.25,28.083333333333332,0.88,3.8249999999999997
6,6,3,7,0,6,6,60.18181818181818,1.9090909090909092,62.09090909090909,10.090909090909092,5.15,4.733333333333333
5.9,8,4,11,2,6,10,83.8,4.4,88.2,14.3,3.86,4.4
5.6,5,6,6.2,0,5.6,5,72.66666666666667,4.111111111111111,76.77777777777777,13,6.86,4.5
5.5,13,23,11.1,1,6.2,14,84.54545454545455,23.272727272727273,107.81818181818181,15.272727272727273,3.37,4.133333333333333
5.4,16,22,10.9,1,5.7,17,163.45454545454547,21.727272727272727,185.1818181818182,30.363636363636363,3.66,3.911111111111111
5.1,10,2,16,0,5.3,10,50.5,2.6666666666666665,53.166666666666664,9.833333333333334,7.03,4
5,10,3,13.3,1,5.1,11,97.7,4,101.7,19.5,-1.51,4.366666666666667
5,8,10,6.4,1,5.1,9,44.75,5.333333333333333,50.083333333333336,8.916666666666666,1.19,2.65
5,3,3,30,0,6,3,31.25,7.5,38.75,6.25,6.84,3.9833333333333334
4.9,12,15,6.7,1,5,13,106.72727272727273,9.090909090909092,115.81818181818181,21.90909090909091,1.81,3.2
4.7,17,19,14.2,4,5.2,21,150.8181818181818,24.545454545454547,175.36363636363637,32.18181818181818,-9.46,3
4.6,19,25,12.9,4,5.2,23,125.72727272727273,29.363636363636363,155.0909090909091,27.454545454545453,9.26,4.242857142857143
4.6,9,13,10.2,1,5,10,86.88888888888889,14.777777777777779,101.66666666666667,18.77777777777778,3.86,3.25
4.5,9,17,9.6,1,4.8,10,102.83333333333333,13.583333333333334,116.41666666666667,23.083333333333332,1.09,3.966666666666667
4.5,5,20,9.8,1,5,6,77.9090909090909,17.727272727272727,95.63636363636364,17.181818181818183,7.24,4.7
4.5,7,15,12.9,1,5.1,8,81.6,19.3,100.9,18.2,7.14,4.088888888888889
4.5,6,6,15.7,1,4.9,7,63,9.4,72.4,14.1,1.09,3.933333333333333
4.4,16,29,5.7,0,4.6,16,114.27272727272727,15.090909090909092,129.36363636363637,25.727272727272727,7.86,3.966666666666667
4.3,6,14,9.6,2,4.9,8,42.63636363636363,12.272727272727273,54.90909090909091,10,1.09,3.8
4,3,23,16.8,2,5.8,5,62.44444444444444,42.888888888888886,105.33333333333333,15.555555555555555,-1.83,4.2
7.1,7,5,17,1,7.5,8,68.18181818181819,7.7272727272727275,75.9090909090909,9.636363636363637,4.51,4.733333333333333
6.3,2,5,20.6,0,7.2,2,60.625,12.875,73.5,9.625,5.22,4.4
6.2,14,6,13,1,6.4,15,105.81818181818181,7.090909090909091,112.9090909090909,17,1.72,3.7333333333333334
5.9,18,17,7.6,1,6,19,133.63636363636363,11.727272727272727,145.36363636363637,22.727272727272727,-9.28,4.633333333333334
5.8,22,10,4,0,5.8,22,196.1818181818182,3.6363636363636362,199.8181818181818,33.54545454545455,-5.79,4.28
5.6,7,8,4.9,0,5.6,7,123,3.5454545454545454,126.54545454545455,21.818181818181817,5.52,4
5.6,8,19,7.5,0,5.9,8,56.333333333333336,11.916666666666666,68.25,10.083333333333334,6.23,4.5
5.4,11,4,5.8,0,5.4,11,152.8181818181818,2.090909090909091,154.9090909090909,28.181818181818183,4.42,4.359999999999999
5.4,16,13,18.4,1,6,17,141,21.727272727272727,162.72727272727272,26.09090909090909,2.93,3.966666666666667
5.4,27,3,14.7,1,5.6,28,109.72727272727273,4,113.72727272727273,20.181818181818183,4,3.7
5.4,5,0,0,0,5.4,5,46.333333333333336,0,46.333333333333336,8.555555555555555,2.93,2.6
5.3,8,13,10.3,1,5.7,9,95.72727272727273,12.181818181818182,107.9090909090909,17.90909090909091,1.93,3.933333333333333
5.2,11,13,5,0,5.2,11,119.45454545454545,5.909090909090909,125.36363636363636,23,1.95,4
5.1,2,33,10.6,1,6,3,89,35,124,17.4,-5.27,4.3
5,11,9,6.2,2,5.1,13,91.45454545454545,5.090909090909091,96.54545454545455,18.272727272727273,5.22,3.25
4.9,7,4,11.3,0,5,7,89.36363636363636,4.090909090909091,93.45454545454545,18.181818181818183,-5.21,4.32
4.8,13,9,7.8,0,4.9,13,130.58333333333334,5.833333333333333,136.41666666666666,27,3.56,3.9
4.8,14,18,10.6,2,5.4,16,69.72727272727273,17.272727272727273,87,14.454545454545455,1.09,4.133333333333333
4.8,3,9,13.6,1,5.7,4,29.833333333333332,10.166666666666666,40,6.25,3.71,4.375
4.7,5,17,6.5,0,4.8,5,90.83333333333333,9.25,100.08333333333333,19.416666666666668,6.86,4.7
4.4,6,9,9.8,0,4.7,6,49.833333333333336,7.333333333333333,57.166666666666664,11.333333333333334,4.13,3.1500000000000004
4.2,8,23,9,2,4.5,10,99,17.333333333333332,116.33333333333333,23.833333333333332,5.08,4.06
4.2,4,10,10.6,0,4.9,4,39.44444444444444,11.777777777777779,51.22222222222222,9.333333333333334,1.85,4.25
4.1,7,6,8.3,0,4.2,7,65.7,5,70.7,16.2,5.12,3.9833333333333334
3.9,0,11,10.9,0,4.8,0,26.90909090909091,10.909090909090908,37.81818181818182,6.818181818181818,1.93,3.8
3.6,2,3,8.7,0,3.8,2,44.714285714285715,3.7142857142857144,48.42857142857143,12.428571428571429,4.6,2.65
3.3,5,52,4.4,2,3.6,7,35.083333333333336,19,54.083333333333336,10.583333333333334,1.65,4.125
8,5,2,10.5,0,8.1,5,74,2.625,76.625,9.25,6.23,4.6
6.3,7,2,9.5,0,6.3,7,67.45454545454545,1.7272727272727273,69.18181818181819,10.727272727272727,1.76,3.8000000000000003
6,7,11,6.5,2,6.1,9,88.16666666666667,5.916666666666667,94.08333333333333,14.583333333333334,4.67,4.4
5.9,15,23,11.3,2,6.3,17,155.9,26,181.9,26.5,3.19,3.7333333333333334
5.8,9,12,8.3,1,6,10,95.36363636363636,9,104.36363636363636,16.363636363636363,4.67,4.06
5.5,10,12,10.4,1,5.7,11,109.0909090909091,11.363636363636363,120.45454545454545,20,5.09,4.4
5.5,5,6,7.8,0,5.5,5,87,4.2727272727272725,91.27272727272727,15.909090909090908,2.16,3.975
5.4,8,65,11.6,7,6.7,15,118.41666666666667,63,181.41666666666666,21.833333333333332,-1.98,4.3
5.4,12,12,6.7,1,5.5,13,118.33333333333333,6.666666666666667,125,21.916666666666668,2.93,4
5.4,15,11,10.6,0,5.7,15,114.27272727272727,10.636363636363637,124.9090909090909,21.09090909090909,3.73,3.1500000000000004
5.3,20,26,9.3,3,5.7,23,130,22,152,24.363636363636363,-6.62,4.633333333333334
5.3,6,3,3.7,0,5.3,6,64.81818181818181,1,65.81818181818181,12.181818181818182,6.45,1
5.3,5,5,9,1,5.5,6,35.45454545454545,4.090909090909091,39.54545454545455,6.7272727272727275,2.62,4.07
5.2,9,12,10.8,0,5.7,9,72.22222222222223,14.333333333333334,86.55555555555556,13.88888888888889,5.38,4.5
5.1,14,92,6.7,4,5.7,18,66,56.09090909090909,122.0909090909091,12.909090909090908,2.81,4.125
5,16,6,6,0,5,16,78.83333333333333,3,81.83333333333333,15.833333333333334,6.44,4.35
4.8,10,15,9.1,1,5.1,11,88.33333333333333,11.416666666666666,99.75,18.5,3.21,4.7
4.8,3,2,13,0,5,3,44.44444444444444,2.888888888888889,47.333333333333336,9.222222222222221,4.29,4.25
4.7,12,17,11.9,1,5.2,13,87.75,16.916666666666668,104.66666666666667,18.583333333333332,2.21,3.6666666666666665
4.7,2,11,12.4,2,5.8,4,30.636363636363637,12.363636363636363,43,6.454545454545454,7.39,4.375
4.3,6,9,6.3,1,4.4,7,65.27272727272727,5.181818181818182,70.45454545454545,15.272727272727273,6.55,3.9833333333333334
4.3,3,10,7.6,0,4.6,3,39.5,7.6,47.1,9.2,-4.67,4.32
4.1,2,6,7.7,0,4.3,2,45.6,4.6,50.2,11.2,5.73,2.6
3.9,6,18,5.4,0,4.1,6,77.6,9.7,87.3,19.7,3.41,4.6
3.9,2,7,15.6,0,4.8,2,33,10.9,43.9,8.4,6.53,4.35
7.7,20,41,8.5,3,7.8,23,160.53846153846155,26.846153846153847,187.3846153846154,20.846153846153847,3.98,4.375
6.6,5,5,10.2,0,6.8,5,68.4,5.1,73.5,10.3,-3.69,4.5875
6.3,11,4,14.8,2,6.5,13,99.63636363636364,5.363636363636363,105,15.909090909090908,0.66,4.6
6.2,28,27,13.1,0,6.8,28,134.84615384615384,27.307692307692307,162.15384615384616,21.692307692307693,3.04,3.9375
6.2,17,9,11,0,6.4,17,112.6923076923077,7.615384615384615,120.3076923076923,18.23076923076923,-0.12,4.96
6.1,19,5,8,0,6.1,19,153.41666666666666,3.3333333333333335,156.75,25.25,6.56,4.35
5.8,13,9,18.4,1,6.4,14,84,13.833333333333334,97.83333333333333,14.583333333333334,3.98,4.35
5.8,8,10,7.4,0,5.9,8,93.8,7.4,101.2,16.1,7.15,1
5.7,19,10,10,0,5.8,19,159.58333333333334,8.333333333333334,167.91666666666666,28.166666666666668,-4.75,4.32
5.4,9,4,5.3,0,5.4,9,67,1.6153846153846154,68.61538461538461,12.307692307692308,2.31,3.975
5.3,15,17,9.7,2,5.5,17,130,12.692307692307692,142.69230769230768,24.53846153846154,2.6,4.07
5.2,22,11,11.5,2,5.4,24,94.64285714285714,9,103.64285714285714,18.357142857142858,2.31,3.7
4.8,5,1,25,0,4.9,5,43.857142857142854,1.7857142857142858,45.642857142857146,9.214285714285714,4.61,4.6
4.8,5,0,0,0,4.8,5,31.384615384615383,0,31.384615384615383,6.538461538461538,4.01,5.1
4.7,12,13,6,0,4.7,12,114.1,7.8,121.9,24.4,2.13,4.4
4.5,11,22,4.2,0,4.5,11,83.46153846153847,7.153846153846154,90.61538461538461,18.46153846153846,5.97,4.5
4.4,7,8,12.6,0,4.8,7,59.583333333333336,8.416666666666666,68,13.416666666666666,9.49,4.033333333333333
4.2,12,21,5.7,0,4.3,12,99.46153846153847,9.153846153846153,108.61538461538461,23.46153846153846,4.01,3.6666666666666665
4.2,14,14,11.1,0,4.5,14,85.38461538461539,12,97.38461538461539,20.53846153846154,6.82,2.6
4.2,9,9,2.4,0,4.1,9,83.46153846153847,1.6923076923076923,85.15384615384616,20.076923076923077,5.51,4.4
4.2,6,58,7.5,4,5,10,59,31.071428571428573,90.07142857142857,14,5.1,3.8
4,6,52,10.5,3,5,9,87.53846153846153,41.92307692307692,129.46153846153845,22.153846153846153,-5.47,4.3
3.2,1,13,10.5,1,4,2,28.416666666666668,11.333333333333334,39.75,8.833333333333334,3.6,4.3
7.4,8,1,12,0,7.4,8,54.38461538461539,0.9230769230769231,55.30769230769231,7.384615384615385,4.51,4.6
6.9,10,1,11,0,6.9,10,86.23076923076923,0.8461538461538461,87.07692307692308,12.461538461538462,-0.04,4.2
6.5,16,25,11.5,2,6.9,18,132.4,19.133333333333333,151.53333333333333,20.4,1.61,4.96
6,16,9,6.7,0,6.1,16,116.9090909090909,5.454545454545454,122.36363636363636,19.363636363636363,0.93,4.6
5.9,21,14,11.5,0,6.1,21,126.6923076923077,12.384615384615385,139.07692307692307,21.615384615384617,0.6,3.975
5.9,10,35,11,3,6.5,13,130,34.90909090909091,164.9090909090909,22.09090909090909,-5.62,4.5875
5.8,17,13,9.2,0,6,17,92,9.153846153846153,101.15384615384616,15.923076923076923,-0.04,3.8000000000000003
5.8,3,15,20.9,4,8,7,40.07692307692308,24.153846153846153,64.23076923076923,6.923076923076923,3.6,4.288888888888889
5.7,5,21,8.5,3,6.1,8,46.69230769230769,13.692307692307692,60.38461538461539,8.23076923076923,4.51,3.3
5.5,10,10,5.3,0,5.5,10,105.66666666666667,4.416666666666667,110.08333333333333,19.083333333333332,8.04,3.9833333333333334
5.5,6,6,8.8,0,5.6,6,76.66666666666667,4.416666666666667,81.08333333333333,14,6.26,4.3
5.5,9,3,9,0,5.6,9,50.90909090909091,2.4545454545454546,53.36363636363637,9.272727272727273,-4.16,3.3
5.3,14,19,12.1,3,5.7,17,137.33333333333334,19.166666666666668,156.5,25.833333333333332,-7.46,4.32
5.3,21,9,13.3,1,5.5,22,113.33333333333333,10,123.33333333333333,21.5,2.97,3.6666666666666665
5.3,4,12,8.8,0,5.7,4,93.6,21,114.6,17.8,4.16,4.226666666666667
5,18,44,8.3,2,5.3,20,128.76923076923077,28.23076923076923,157,26,3.94,2.6
4.9,5,39,10.5,4,5.9,9,101.66666666666667,45.333333333333336,147,20.555555555555557,-4.34,4.3
4.7,5,8,10,0,5.1,5,40.54545454545455,7.2727272727272725,47.81818181818182,8.636363636363637,4.7,4.35
4.6,2,14,6.1,1,4.7,3,43.333333333333336,7.166666666666667,50.5,9.5,3.28,3.88
4.4,19,44,10.7,3,5.1,22,118.84615384615384,36.15384615384615,155,26.923076923076923,1.82,4.07
4.3,7,9,5.8,0,4.4,7,47.53846153846154,4,51.53846153846154,11.076923076923077,6.9,1
4.2,7,15,11.2,1,4.6,8,78.16666666666667,14,92.16666666666667,18.75,3.38,3.85
4.1,10,29,8.7,4,4.6,14,77.41666666666667,21.083333333333332,98.5,18.916666666666668,4.46,3.8
3.6,3,9,7.1,0,3.8,3,42.5,5.333333333333333,47.833333333333336,11.916666666666666,8.04,4.4
3.5,5,9,4.3,0,3.6,5,24.166666666666668,3.25,27.416666666666668,6.916666666666667,-1.44,2.1
7.5,6,0,0,0,7.5,6,56.54545454545455,0,56.54545454545455,7.545454545454546,4.94,4.6
7,15,21,5.8,0,6.9,15,168.16666666666666,10.083333333333334,178.25,24.083333333333332,6.18,3.3
6.9,7,14,6.4,0,6.8,7,95.1,9,104.1,13.8,4.75,4.3
6.7,3,26,11.3,4,7.7,7,56.666666666666664,24.5,81.16666666666667,8.416666666666666,3.98,3.88
6.3,6,43,11.8,7,7.6,13,69.84615384615384,39.15384615384615,109,11,8.22,4.288888888888889
6.2,22,18,11.7,1,6.5,23,162.33333333333334,17.5,179.83333333333334,26.083333333333332,-4.22,4.5875
6.2,12,3,5.3,0,6.2,12,112.33333333333333,1.3333333333333333,113.66666666666667,18.083333333333332,1.49,4.2
6,8,34,9.2,1,6.6,9,76.08333333333333,26.083333333333332,102.16666666666667,12.75,1.94,4.35
5.9,8,14,6.8,1,6,9,81.18181818181819,8.636363636363637,89.81818181818181,13.818181818181818,1.83,4.75
5.7,15,5,2.4,0,5.6,15,148.07692307692307,0.9230769230769231,149,26.076923076923077,6.85,4.575
5.6,19,22,8.1,1,5.8,20,152.83333333333334,14.916666666666666,167.75,27.166666666666668,5.18,3.6666666666666665
5.6,7,11,14.1,0,6.2,7,61.166666666666664,12.916666666666666,74.08333333333333,11,-1.37,4.3
5.5,11,3,9,0,5.5,11,105.75,2.25,108,19.25,1.49,3.8000000000000003
5.4,11,32,7,0,5.6,11,119.81818181818181,20.272727272727273,140.0909090909091,22.181818181818183,3.4,4.96
5.2,9,10,6.9,0,5.3,9,81.81818181818181,6.2727272727272725,88.0909090909091,15.818181818181818,5.39,4.4
4.9,17,12,12.1,0,5.4,17,72,12.083333333333334,84.08333333333333,14.583333333333334,3.99,3.8
4.9,3,14,13.4,2,6,5,46.2,18.7,64.9,9.5,-5.24,4.45
4.8,8,10,10.6,0,5.1,8,78.75,8.833333333333334,87.58333333333333,16.416666666666668,7.2,4.226666666666667
4.6,5,19,4.2,0,4.6,5,85.54545454545455,7.181818181818182,92.72727272727273,18.636363636363637,8.74,4.3
4.6,6,0,0,0,4.6,6,39,0,39,8.5,2.23,3.7
4.5,4,20,9,2,5,6,56.72727272727273,16.363636363636363,73.0909090909091,12.727272727272727,-4.21,4.13
4.2,5,32,7.4,2,4.8,7,51,21.454545454545453,72.45454545454545,12.181818181818182,-0.07,4.4625
4.1,5,6,8.5,0,4.3,5,57.22222222222222,5.666666666666667,62.888888888888886,14.11111111111111,7.39,4.4
3.4,5,14,5.7,0,3.6,5,72.18181818181819,7.2727272727272725,79.45454545454545,21,2.11,3.85
8.7,16,37,12.9,2,9.4,18,133.84615384615384,36.76923076923077,170.6153846153846,15.384615384615385,6.8,4.288888888888889
7.6,6,7,9.7,0,7.7,6,83.25,5.666666666666667,88.91666666666667,11,-0.03,4.666666666666667
7.4,11,14,11.2,2,7.8,13,67.53846153846153,12.076923076923077,79.61538461538461,9.153846153846153,4.98,5.45
6.4,10,15,8.3,0,6.5,10,124.6,12.5,137.1,19.6,-0.03,4.23
6.3,18,12,6.5,1,6.3,19,178.54545454545453,7.090909090909091,185.63636363636363,28.181818181818183,-4.34,4.5875
6.3,11,14,3.7,0,6.1,11,101.18181818181819,4.7272727272727275,105.9090909090909,16,3.16,4.125
6.3,3,8,12.5,0,6.8,3,56.90909090909091,9.090909090909092,66,9,3.16,4.133333333333333
6.2,16,24,8.6,1,6.3,17,172.72727272727272,18.727272727272727,191.45454545454547,28,1.88,4.4
5.7,5,8,8.1,0,5.8,5,93.33333333333333,5.416666666666667,98.75,16.25,-2.37,4.3
5.6,23,21,12,1,6.2,24,114.3,25.3,139.6,20.5,-0.63,4.3
5.5,17,12,7.9,2,5.6,19,112.8,9.5,122.3,20.5,0.71,4.05
5.2,10,17,10,1,5.5,11,133.0909090909091,15.454545454545455,148.54545454545453,25.545454545454547,6.81,4.2
5.2,6,7,10.9,0,5.5,6,60.63636363636363,6.909090909090909,67.54545454545455,11.727272727272727,3.73,3.5
5.2,5,28,8,1,5.7,6,60.36363636363637,20.454545454545453,80.81818181818181,11.545454545454545,7.37,4.75
5,14,9,5.6,0,5,14,100.36363636363636,4.545454545454546,104.9090909090909,20.09090909090909,6.99,4.575
4.9,9,20,9,1,5.3,10,70.07692307692308,13.846153846153847,83.92307692307692,14.384615384615385,2.48,3.88
4.8,5,18,10.9,0,5.3,5,86.54545454545455,17.90909090909091,104.45454545454545,18.181818181818183,5.01,4.3
4.8,5,14,10.6,0,5.2,5,79.9090909090909,13.454545454545455,93.36363636363636,16.636363636363637,4.8,4.54
4.8,8,5,4.2,0,4.8,8,41.90909090909091,1.9090909090909092,43.81818181818182,8.727272727272727,4.98,5.1
4.8,1,5,7,0,4.9,1,51.375,4.375,55.75,10.75,0.24,3.76
4.7,9,8,5.5,0,4.8,9,90.61538461538461,3.3846153846153846,94,19.153846153846153,-4.22,3.75
4.7,9,56,6.8,1,5.1,10,90.63636363636364,34.63636363636363,125.27272727272727,19.454545454545453,-3.58,4.45
4.6,5,15,9.1,0,5,5,55.5,11.333333333333334,66.83333333333333,12.166666666666666,3.74,3.6666666666666665
4.5,0,9,4.6,0,4.5,0,48.22222222222222,4.555555555555555,52.77777777777778,10.666666666666666,0.24,3.2
4.4,3,25,10.7,1,5.7,4,39.09090909090909,24.272727272727273,63.36363636363637,8.818181818181818,5.05,4.3
4,10,15,4.1,1,4,11,52.18181818181818,5.636363636363637,57.81818181818182,13.090909090909092,3.19,3.8
3.9,6,35,10.2,2,4.9,8,62.18181818181818,32.36363636363637,94.54545454545455,16,-2.86,4.4625
3.9,4,23,7.1,1,4.3,5,59.54545454545455,14.818181818181818,74.36363636363636,15.363636363636363,-5.27,4.13
3.8,5,1,5,0,3.9,5,34,0.4166666666666667,34.416666666666664,8.833333333333334,-3.85,3.3
8.2,5,12,13.7,1,8.9,6,53.333333333333336,13.666666666666666,67,6.5,1.13,3.9499999999999997
